4.246972121364668062e+00 -1.099520819503250912e+01 1.928750368592956344e-01 5.562304266103546446e+00 -8.118453944678957868e+00
4.403380442893862323e+00 -8.814897233045325464e+00 -9.559500889765806253e-01 5.528709406826526340e+00 -7.397802466068688965e+00
3.463803000240431196e+00 -1.035223205529958612e+01 -6.410318450283913894e-01 3.856925789304192165e+00 -1.090058938467717198e+01
7.583242356859925870e+00 -7.915101853995298420e+00 -4.490584129396744117e-01 9.566489885025440287e+00 5.626292978643087750e+00
1.014287109075567983e+01 -8.153617438275306384e+00 -1.233029448591242416e-01 7.957192021082763134e+00 4.264810293792486995e+00
7.537871053673358190e+00 -9.998596418856752877e+00 -6.645899445526781690e-01 9.801712385800263050e+00 7.674191484999361990e+00
4.236834267798109011e+00 -9.700203699756205111e+00 -1.633380601159746703e+00 3.493517706752296004e+00 -7.430497721203982664e+00
5.704733840572280279e+00 -8.964858936745887519e+00 -4.590737573491274759e-01 9.635482692472887578e+00 5.693949955278302610e+00
4.639355384993479881e+00 -8.198936228941015258e+00 8.874925170682144149e-01 5.078613247517954399e+00 -9.133936750824382500e+00
8.819083561732909970e+00 -8.860187916068035463e+00 1.366561145266634636e+00 7.017757277715245046e+00 4.365569370902742108e+00
6.251738080900578254e+00 -9.670374014072695701e+00 -1.220665177888760500e+00 8.241232346641341522e+00 5.643237542582579813e+00
5.618808547355376604e+00 -1.087493364863922451e+01 -1.681285991831893423e+00 6.623106544921312455e+00 -8.747925436489785156e+00
4.276685124107435065e+00 -1.030654591338580062e+01 -2.046792362073748817e-01 5.379802060048334944e+00 -7.612223083218465192e+00
2.750811035508772484e+00 -1.026497179518677605e+01 -1.189533587769859180e+00 6.118157438748209387e+00 -9.183919432787991610e+00
7.428002473825646490e+00 -1.018352392692708008e+01 1.683990479426165754e+00 8.922633178873773829e+00 3.768327932098178401e+00
3.385385738883218476e+00 -1.032380409037168612e+01 -2.146083404833067920e-01 6.868378041766696640e+00 -8.073974930470210865e+00
7.807948031168582048e+00 -1.061442087002880541e+01 -9.849373003117840586e-01 7.447513505472739936e+00 4.061181722273714989e+00
3.807851598641866175e+00 -8.409831539868632078e+00 1.016756428319477434e+00 5.581941721141577162e+00 -8.012995666769544556e+00
3.303956274387769732e+00 -8.633467057091088748e+00 -2.030259841686886002e+00 4.724829483633715022e+00 -7.324945191771116804e+00
8.709121742588378012e+00 -8.615070206766379357e+00 5.581732379672912359e-01 8.357997952387565377e+00 5.070461369300699239e+00
5.037854909085988098e+00 -1.138498824896877615e+01 -9.097221814724600897e-01 5.524220177266477627e+00 -8.915219199003672657e+00
8.812961276527113696e+00 -9.472839852003199113e+00 8.300726211352815742e-02 8.587175700109963117e+00 5.847151373151661780e+00
3.943064607042757075e+00 -9.898380214734201488e+00 1.441320003461996624e-01 4.901784991812217385e+00 -7.583359499842416973e+00
7.516398887313114230e+00 -9.190256197382844050e+00 -2.223523127173409053e-01 9.724630569068827057e+00 5.370647023166129408e+00
6.771280809205979523e+00 -9.904886655553914565e+00 8.841434648912681604e-01 8.669552499157614278e+00 3.261063571352798451e+00
7.727400252543533909e+00 -1.149942567313351915e+01 3.307635123436841740e-01 8.412815297208764420e+00 5.550839781886653945e+00
3.878450983845542765e+00 -9.292445110772867167e+00 9.054636320965130381e-01 5.601975713530189083e+00 -7.088046408574342649e+00
3.851415309709153245e+00 -8.612235329033108400e+00 -1.728361575561231156e+00 4.561137108290794551e+00 -8.922040002539525005e+00
5.547384310228967053e+00 -9.513913975465587924e+00 -2.119982485610605316e-02 5.750271913063984996e+00 -8.276203522515142907e+00
8.187246164884227184e+00 -7.866506369129430354e+00 7.393257680356382089e-01 1.001207321991249621e+01 5.040542101741452008e+00
4.037414597382282366e+00 -1.150160464735398058e+01 -1.456594534139249664e+00 4.390234275372437267e+00 -9.235522388397800597e+00
6.724856067317370290e+00 -1.055139651209222151e+01 -4.910578388403566974e-01 9.598851407086455012e+00 3.939468692408556905e+00
8.444676561676427440e+00 -9.292380692908377426e+00 1.528055212880995439e+00 8.720838546901980237e+00 5.230332862052152976e+00
4.603525926379201216e+00 -1.096118117430439121e+01 -5.702343204921795916e-01 5.360416896800678899e+00 -7.429995868619113430e+00
1.098530959813584396e+00 -9.801359408367835258e+00 -1.557182276250240305e+00 8.130908658930701804e+00 -7.915374462425467605e+00
2.826590836695615838e+00 -1.043695982861191318e+01 8.367276541329231598e-01 4.469012401827010095e+00 -8.605819191216387054e+00
8.665064484818790547e+00 -8.163722922194995846e+00 -3.018011741517266366e-01 7.232625686935017839e+00 4.975720839320174171e+00
8.105791695197078539e+00 -7.129086301315228802e+00 3.549556892786742690e-03 9.499808505506882383e+00 5.430466582377699858e+00
6.525935375926780857e+00 -1.059902910934163067e+01 -3.871281487238688035e-01 8.299987197826940388e+00 4.339653098063034342e+00
4.760912560382616121e+00 -9.093296458914666758e+00 -3.221044861839711171e+00 8.067728225127190456e+00 -7.950007629241643059e+00
6.395909807753651144e+00 -7.732229806014188966e+00 3.673888249496101710e-02 5.931078983202515253e+00 3.773117771253659214e+00
3.953411374992514826e+00 -1.042086830789073204e+01 -1.377098269826932508e+00 5.685426308718582789e+00 -7.614894699298430325e+00
9.084907554898189019e+00 -9.558015075469967314e+00 1.568071585056197259e+00 1.098752642351066910e+01 4.569432515936590278e+00
2.819351139655143168e+00 -8.423810721067408025e+00 -1.315439009016983629e+00 4.787001394007787347e+00 -7.516684700014643283e+00
8.090411181716842037e+00 -1.046705431324081559e+01 9.512241048673244492e-01 9.450541469414631024e+00 4.872402054606894239e+00
4.099344708952582295e+00 -9.773583394636229826e+00 2.023562157734242195e-01 5.576467182559218472e+00 -7.656111521866526104e+00
4.223502447237235558e+00 -1.132757007849958164e+01 -8.650015915637296882e-01 5.745317614993922462e+00 -8.243949004249436996e+00
7.173530785637757035e+00 -7.541775895257347706e+00 2.501588687577892545e-01 9.132447228812312190e+00 3.456138803474070542e+00
3.827371031649717370e+00 -9.429709828302289765e+00 -1.666138524383216080e+00 6.074411601859906362e+00 -6.056005787805965213e+00
4.148715494766454626e+00 -1.020463652384536779e+01 -1.341986044208777651e+00 5.870414276817571775e+00 -8.838443770289206469e+00
2.485835458928932873e+00 -1.096256048587773257e+01 -9.691175412676763523e-01 4.711555637586609002e+00 -9.741563150363612422e+00
4.523190822701501190e+00 -1.169463889687789759e+01 -9.352484175116337894e-01 4.715108802755298534e+00 -9.588430017070546540e+00
6.204550846726732516e+00 -9.899618507791693389e+00 -1.947959965393368242e-01 8.350176939791797537e+00 6.830783217354516879e+00
5.465308555942646862e+00 -9.027123646496264087e+00 1.303286180976676478e+00 1.032868797542755779e+01 5.447933008498264229e+00
4.246321864478101560e+00 -1.048603249218069067e+01 5.024428927133934852e-01 4.961674870941887860e+00 -8.877323654944733633e+00
6.396419689364633676e+00 -1.018305356856131993e+01 1.627060552929927573e+00 8.305620517921662227e+00 6.656722790217534325e+00
3.066006775298400822e+00 -9.789274863419763051e+00 -4.137435094929781121e-01 4.826138786252382573e+00 -7.850069475011375530e+00
5.523210155480382966e+00 -8.229614631264290381e+00 -9.612637028682227136e-01 5.037452544692448519e+00 -6.488370862656291038e+00
4.815035122411461366e+00 -1.149016093892734247e+01 -3.018681241984099706e-01 5.528144952026410763e+00 -8.985390790443405606e+00
8.872622733555546759e+00 -8.521125333489491638e+00 -3.841505121110047050e-01 8.630118283654617528e+00 7.377529257464327195e+00
7.384310860080995909e+00 -8.709917068540809382e+00 -2.514318689663209927e+00 7.373643263315629248e+00 4.327522066039946935e+00
3.261703726455828178e+00 -9.103938747851739066e+00 2.524625806142853923e-01 3.884569048976417971e+00 -7.899444151901345634e+00
7.577033320507099212e+00 -7.530011928083928829e+00 -1.748409842843326123e+00 9.762898685344564953e+00 4.651459421094047642e+00
6.524535788994482388e+00 -9.466512770077875061e+00 5.210490576262725160e-01 9.973243009825761618e+00 5.412039237699875827e+00
8.649804613682658072e+00 -7.527715738761452613e+00 4.591232640905483220e-01 8.416527406915056631e+00 4.762319758472353115e+00
4.098682035785572886e+00 -9.024296488051737342e+00 -3.645096677083089265e+00 3.340248624383279630e+00 -7.786189220749776041e+00
5.820302371534876507e+00 -8.798106993552863742e+00 -1.855609981336507897e-01 4.692659748362502548e+00 -6.292348789107921725e+00
2.418795488349425593e+00 -1.015916554146943618e+01 -1.787498627282595898e+00 6.399797494986981583e+00 -7.226839407687824846e+00
6.368500890939097658e+00 -9.959552754463198099e+00 8.795872485430799026e-01 8.858068634222769688e+00 3.083822812049886952e+00
4.447447810468014850e+00 -1.082518495213613363e+01 -1.312832582125412761e-01 3.524760050699828451e+00 -6.813936314109639625e+00
8.146841065757666200e+00 -9.717533499698658872e+00 1.033111285795499101e-01 9.145752497380469137e+00 3.981364258829786174e+00
6.750726146264279137e+00 -9.595103104834944219e+00 -1.669963970497494232e+00 8.000786638086745839e+00 5.594163105341064757e+00
8.203525495896895947e+00 -8.877162291524959059e+00 -1.148895233351270750e+00 8.354656429606588830e+00 5.258644072052407914e+00
7.386322113944334689e+00 -7.976972463794777646e+00 6.952045914622058120e-01 7.640639592671044866e+00 4.396394111627314416e+00
3.233984425748097191e+00 -9.573201783592958591e+00 -1.313579600281165938e+00 4.355215839450861104e+00 -7.871369202798483400e+00
6.731559524670668537e+00 -8.538401817859327281e+00 -1.990653209629441811e+00 9.647758062832004100e+00 7.762100804830077472e+00
4.984968112474525981e+00 -9.420893958537297053e+00 1.689264554124090267e-01 6.141668290313941014e+00 -9.549398140809188362e+00
4.884276958291431825e+00 -7.764735812333334763e+00 1.353557894658085292e+00 3.698511777835682857e+00 -7.899674722037651975e+00
4.236946790301986177e+00 -1.018531378525707787e+01 1.078513994344546090e+00 4.455663371256157745e+00 -9.923693170029659782e+00
7.619763593221057008e+00 -9.250914747631517443e+00 1.061268596699009192e+00 9.177892191421538115e+00 6.412747679536708212e+00
5.406217280736101749e+00 -1.022072226206313950e+01 1.128876766717518132e-01 6.646961002242765204e+00 -6.845572869276883132e+00
3.719962389970298489e+00 -9.993690354121719466e+00 -1.859529648536895285e+00 5.868543602227305200e+00 -7.706206445055673981e+00
3.491082488250752291e+00 -1.020725413993083031e+01 -1.016757485414220064e+00 5.715709964167063006e+00 -7.018974554830537116e+00
3.941305609430982404e+00 -9.548482784866623163e+00 5.656616682200246160e-01 5.923347160713368531e+00 -8.845204032648084080e+00
8.387894564299521960e+00 -9.282149774088079397e+00 -1.443450216203221448e-01 9.241852492570840738e+00 4.353152522260939072e+00
3.100818254985430400e+00 -7.750008363302227643e+00 5.653634943411267599e-02 7.838606681502393592e+00 -8.282974962574781941e+00
4.171562297363744065e+00 -9.810058849924395474e+00 3.016302293012664837e-01 4.031993242117303922e+00 -6.042226196176581965e+00
7.641308752647076652e+00 -7.285093230103523609e+00 -1.140746622495765195e-01 8.778965596045317454e+00 4.947649887444457661e+00
7.910046200763958701e+00 -8.974399868649939549e+00 -5.576642441496173497e-01 6.941954603790737366e+00 4.178702706797400523e+00
3.371842229125161960e+00 -9.763655760299366548e+00 -1.039320043528407123e+00 5.415217910029199722e+00 -7.219153944202399309e+00
7.831249934860166739e+00 -9.232343646991704844e+00 2.186950242678840084e+00 8.419569027073521283e+00 4.407856043203299379e+00
8.381973815874300016e+00 -9.706015577079636358e+00 1.203562518144460025e+00 9.783033592955185043e+00 4.733272611157770982e+00
5.721464580845502468e+00 -1.039363533007959539e+01 -9.448804630074073563e-01 7.117308865335017387e+00 -7.119777241694719372e+00
8.272157652713499232e+00 -1.094570934568410436e+01 -9.326410748541669182e-01 8.459629791088415729e+00 4.789326961601119592e+00
6.369590961169384613e+00 -9.905959313300039426e+00 -7.941573619501552939e-01 8.256371631179465709e+00 3.474042222822194326e+00
5.680032064292854344e+00 -9.928966856431939547e+00 4.813250008461260609e-01 3.986319956311390911e+00 -8.835959006208330635e+00
8.302449590398207846e+00 -8.367738536933917004e+00 1.345579416111059690e+00 9.943598008029800539e+00 6.854022643288278260e+00
4.246395045720930739e+00 -8.625741227829507807e+00 -2.375677025465689596e+00 3.827937232235573806e+00 -8.693173251615050390e+00
3.426907013207385333e+00 -9.267830702251599106e+00 -6.797440262284725199e-01 4.742255455466972691e+00 -8.958363416681157432e+00
6.940842125854096878e+00 -9.417003182152742013e+00 2.891565415785121829e+00 9.888563814783285721e+00 5.482141146850492142e+00
2.857276940295054857e+00 -8.560750431296026974e+00 -1.386568361434374008e+00 5.852202229342133855e+00 -8.513547150896309645e+00
7.565137289687252853e+00 -9.326600351148254475e+00 1.207763067237761945e+00 8.408525395368501520e+00 7.548101467454183755e+00
6.052873319745362579e+00 -8.618001032618938240e+00 1.008597542544265036e+00 1.046439836112855382e+01 6.803442111772774581e+00
4.103291988397272050e+00 -1.067470649568115348e+01 -1.974617660741488923e-01 5.514907291674576939e+00 -8.250082122661657635e+00
2.934894400989111141e+00 -1.107366106343820000e+01 -1.587147871184397374e+00 7.181344411572917252e+00 -8.316765252720925261e+00
4.060888734839753766e+00 -9.427853853566231734e+00 -5.040982546127763531e-01 6.460467141425912274e+00 -7.042338486495927974e+00
6.618121338847824831e+00 -9.629149348811537834e+00 -2.698051646832867467e-01 8.680870229573397268e+00 4.110983698025129307e+00
3.341129490954709347e+00 -9.350993093925112021e+00 -1.072066046897942382e+00 4.825543506886387668e+00 -9.623523300139135372e+00
3.132239599647870687e+00 -1.022605285335925274e+01 -2.073467819470664608e+00 5.677214984693677913e+00 -8.019578085227326625e+00
8.530298121070492456e+00 -9.777900112620901751e+00 1.850474075432661181e+00 9.239927514830048594e+00 3.817106425456424645e+00
4.742707288131335908e+00 -8.111588985612852909e+00 -4.446447466043568220e-01 3.898542231576601402e+00 -8.230409270378128639e+00
8.596896936745899609e+00 -9.691101769196256654e+00 -3.198343171019609743e-01 7.981252504164038974e+00 3.639090586449195364e+00
3.113037715226002700e+00 -8.095830042523957104e+00 3.773027732190126216e-03 5.633492267643518403e+00 -8.123188773332685741e+00
5.724133790167999614e+00 -9.846354056730827864e+00 -1.376985698999429797e+00 8.638505966179112150e+00 5.626850310943478206e+00
5.880553425613168628e+00 -8.130562545941444341e+00 1.080363885207261121e-01 8.466044963649471455e+00 4.191971818957373586e+00
7.821404007702635219e+00 -1.021284171607760349e+01 4.520824887093944366e-01 8.020189829569813966e+00 6.082787015647964424e+00
7.820207215070229978e+00 -1.005413061201704217e+01 -1.686332647187547273e-01 9.739679617835543368e+00 4.452411771029262333e+00
